Rechnung Nr;Rechnung Datum;Auftrag Datum;Kunde;Total ohne MwSt;MwSt 8.1%;Endtotal;Status
INV-2023-10038;2023-01-12;2023-01-10;City Kiosk Bern;3609.97;3902.38;7512.35;überfällig
INV-2023-10039;2023-01-18;2023-01-16;Migros AG;1744.42;1885.72;3630.14;überfällig
INV-2023-10040;2023-01-04;2023-01-02;Weber AG;861.42;931.2;1792.62;bezahlt
INV-2023-10041;2023-01-18;2023-01-16;Meier GmbH;1494.77;1615.85;3110.62;offen
INV-2023-10042;2023-01-25;2023-01-23;Keller AG;2536.15;2741.58;5277.73;überfällig
INV-2023-10043;2023-01-25;2023-01-23;Meier GmbH;4281.29;4628.07;8909.36;bezahlt
INV-2023-10044;2023-01-25;2023-01-23;Meier GmbH;4159.34;4496.25;8655.59;offen
INV-2023-10045;2023-01-08;2023-01-06;Schmid AG;1811.41;1958.13;3769.54;überfällig
INV-2023-10046;2023-01-15;2023-01-13;coop AG;1230.17;1329.81;2559.98;bezahlt
INV-2023-10047;2023-01-13;2023-01-11;Payfix GmbH,Wallee AG;3958.47;4279.11;8237.58;überfällig
INV-2023-10048;2023-01-06;2023-01-04;coop AG;4819.78;5210.18;10029.96;bezahlt
INV-2023-10049;2023-01-08;2023-01-06;Keller AG;4641.75;5017.73;9659.48;überfällig
INV-2023-10050;2023-01-29;2023-01-27;Schmid AG;1173.78;1268.86;2442.64;bezahlt
INV-2023-10051;2023-01-18;2023-01-16;City Kiosk Bern;4376.31;4730.79;9107.1;offen
INV-2023-10052;2023-01-06;2023-01-04;Huber GmbH;3711.32;4011.94;7723.26;offen
INV-2023-10053;2023-01-25;2023-01-23;coop AG;3116.82;3369.28;6486.1;offen
INV-2023-10054;2023-01-08;2023-01-06;Payfix GmbH,Wallee AG;3351.98;3623.49;6975.47;überfällig
INV-2023-10055;2023-01-11;2023-01-09;Schmid AG;1698.18;1835.73;3533.91;überfällig
INV-2023-10056;2023-01-07;2023-01-05;Keller AG;2900.46;3135.4;6035.86;überfällig
INV-2023-10057;2023-01-09;2023-01-07;City Kiosk Bern;576.97;623.7;1200.67;überfällig
INV-2023-10058;2023-01-31;2023-01-29;Keller AG;1324.0;1431.24;2755.24;überfällig
INV-2023-10059;2023-01-17;2023-01-15;Huber GmbH;1451.79;1569.38;3021.17;offen
INV-2023-10060;2023-01-15;2023-01-13;City Kiosk Bern;3534.32;3820.6;7354.92;überfällig
INV-2023-10061;2023-01-26;2023-01-24;Huber GmbH;3039.85;3286.08;6325.93;bezahlt
INV-2023-10062;2023-01-14;2023-01-12;Huber GmbH;2054.9;2221.35;4276.25;überfällig
INV-2023-10063;2023-01-06;2023-01-04;Schmid AG;3252.74;3516.21;6768.95;bezahlt
INV-2023-10064;2023-01-07;2023-01-05;Huber GmbH;2229.07;2409.62;4638.69;überfällig
INV-2023-10065;2023-01-18;2023-01-16;Huber GmbH;2192.83;2370.45;4563.28;bezahlt
INV-2023-10066;2023-01-31;2023-01-29;Keller AG;3042.63;3289.08;6331.71;offen
INV-2023-10067;2023-01-05;2023-01-03;coop AG;3757.05;4061.37;7818.42;offen
INV-2023-10068;2023-01-04;2023-01-02;Keller AG;203.16;219.62;422.78;bezahlt
INV-2023-10069;2023-01-20;2023-01-18;Müller AG;1530.27;1654.22;3184.49;bezahlt
INV-2023-10070;2023-01-21;2023-01-19;Schmid AG;3475.49;3757.0;7232.49;überfällig
INV-2023-10071;2023-01-22;2023-01-20;Keller AG;338.73;366.17;704.9;überfällig
INV-2023-10072;2023-01-02;2022-12-31;Payfix GmbH,Wallee AG;717.05;775.13;1492.18;bezahlt
INV-2023-10073;2023-02-01;2023-01-30;Migros AG;4221.81;4563.78;8785.59;überfällig
INV-2023-10074;2023-01-19;2023-01-17;Müller AG;4383.22;4738.26;9121.48;bezahlt
INV-2023-10075;2023-01-12;2023-01-10;Schmid AG;1790.77;1935.82;3726.59;offen
INV-2023-10076;2023-01-29;2023-01-27;Keller AG;2616.73;2828.69;5445.42;überfällig
INV-2023-10077;2023-01-27;2023-01-25;coop AG;4473.42;4835.77;9309.19;überfällig
INV-2023-10078;2023-01-08;2023-01-06;Huber GmbH;1449.94;1567.39;3017.33;überfällig
INV-2023-10079;2023-01-02;2022-12-31;Schmid AG;3593.84;3884.94;7478.78;überfällig
INV-2023-10080;2023-01-12;2023-01-10;Keller AG;1221.38;1320.31;2541.69;überfällig
INV-2023-10081;2023-01-25;2023-01-23;Müller AG;176.89;191.22;368.11;überfällig
INV-2023-10082;2023-01-25;2023-01-23;coop AG;1205.34;1302.97;2508.31;bezahlt
INV-2023-10083;2023-01-16;2023-01-14;Migros AG;3293.49;3560.26;6853.75;offen
INV-2023-10084;2023-01-08;2023-01-06;coop AG;2760.14;2983.71;5743.85;überfällig
INV-2023-10085;2023-01-04;2023-01-02;Müller AG;4078.41;4408.76;8487.17;bezahlt
INV-2023-10086;2023-01-11;2023-01-09;Huber GmbH;1096.26;1185.06;2281.32;überfällig
INV-2023-10087;2023-02-01;2023-01-30;Meier GmbH;1181.98;1277.72;2459.7;bezahlt
INV-2023-10088;2023-01-22;2023-01-20;Migros AG;4135.6;4470.58;8606.18;bezahlt
INV-2023-10089;2023-01-10;2023-01-08;Migros AG;3268.74;3533.51;6802.25;bezahlt
INV-2023-10090;2023-01-13;2023-01-11;City Kiosk Bern;395.58;427.62;823.2;bezahlt
INV-2023-10091;2023-01-27;2023-01-25;City Kiosk Bern;572.3;618.66;1190.96;überfällig
INV-2023-10092;2023-01-05;2023-01-03;Schmid AG;1898.1;2051.85;3949.95;überfällig
INV-2023-10093;2023-01-11;2023-01-09;Schmid AG;3409.75;3685.94;7095.69;offen
INV-2023-10094;2023-01-15;2023-01-13;coop AG;479.19;518.0;997.19;offen
INV-2023-10095;2023-01-30;2023-01-28;Keller AG;1381.75;1493.67;2875.42;überfällig
INV-2023-10096;2023-01-15;2023-01-13;Meier GmbH;2862.98;3094.88;5957.86;bezahlt
INV-2023-10097;2023-01-06;2023-01-04;Payfix GmbH,Wallee AG;2149.67;2323.79;4473.46;überfällig
INV-2023-10098;2023-01-30;2023-01-28;City Kiosk Bern;823.44;890.14;1713.58;überfällig
INV-2023-10099;2023-01-26;2023-01-24;Huber GmbH;4806.77;5196.12;10002.89;überfällig
INV-2023-10100;2023-01-29;2023-01-27;Meier GmbH;580.83;627.88;1208.71;bezahlt
INV-2023-10101;2023-01-09;2023-01-07;Payfix GmbH,Wallee AG;3121.87;3374.74;6496.61;bezahlt
INV-2023-10102;2023-01-20;2023-01-18;Migros AG;2079.49;2247.93;4327.42;bezahlt
INV-2023-10103;2023-01-24;2023-01-22;Payfix GmbH,Wallee AG;1670.44;1805.75;3476.19;überfällig
INV-2023-10104;2023-01-05;2023-01-03;Weber AG;1378.42;1490.07;2868.49;offen
INV-2023-10105;2023-01-26;2023-01-24;Müller AG;3048.29;3295.2;6343.49;bezahlt
INV-2023-10106;2023-01-27;2023-01-25;Keller AG;2268.22;2451.95;4720.17;offen
INV-2023-10107;2023-01-25;2023-01-23;Huber GmbH;3328.23;3597.82;6926.05;offen
INV-2023-10108;2023-01-26;2023-01-24;coop AG;2419.94;2615.96;5035.9;bezahlt
INV-2023-10109;2023-01-04;2023-01-02;coop AG;510.97;552.36;1063.33;bezahlt
INV-2023-20001;2023-02-19;2023-02-17;Müller AG;4740.18;5124.13;9864.31;offen
INV-2023-20002;2023-02-19;2023-02-17;Migros AG;1187.16;1283.32;2470.48;bezahlt
INV-2023-20003;2023-02-05;2023-02-03;Migros AG;3634.12;3928.48;7562.6;überfällig
INV-2023-20004;2023-02-08;2023-02-06;Payfix GmbH,Wallee AG;1097.35;1186.24;2283.59;bezahlt
INV-2023-20005;2023-02-15;2023-02-13;Meier GmbH;809.97;875.58;1685.55;offen
INV-2023-20006;2023-02-17;2023-02-15;Huber GmbH;2999.73;3242.71;6242.44;überfällig
INV-2023-20007;2023-02-15;2023-02-13;City Kiosk Bern;934.19;1009.86;1944.05;bezahlt
INV-2023-20008;2023-02-13;2023-02-11;Schmid AG;4906.4;5303.82;10210.22;offen
INV-2023-20009;2023-02-09;2023-02-07;Schmid AG;1955.3;2113.68;4068.98;offen
INV-2023-20010;2023-02-03;2023-02-01;Keller AG;2261.89;2445.1;4706.99;überfällig
INV-2023-20011;2023-02-12;2023-02-10;Schmid AG;3866.52;4179.71;8046.23;bezahlt
INV-2023-20012;2023-02-06;2023-02-04;Schmid AG;4717.9;5100.05;9817.95;offen
INV-2023-20013;2023-02-03;2023-02-01;Keller AG;3406.65;3682.59;7089.24;bezahlt
INV-2023-20014;2023-02-02;2023-01-31;Müller AG;1153.4;1246.83;2400.23;bezahlt
INV-2023-20015;2023-02-07;2023-02-05;Huber GmbH;1456.07;1574.01;3030.08;bezahlt
INV-2023-20016;2023-03-01;2023-02-27;Huber GmbH;874.49;945.32;1819.81;überfällig
INV-2023-20017;2023-02-05;2023-02-03;City Kiosk Bern;4798.68;5187.37;9986.05;bezahlt
INV-2023-20018;2023-02-04;2023-02-02;Weber AG;1960.66;2119.47;4080.13;überfällig
INV-2023-20019;2023-02-08;2023-02-06;Migros AG;3356.1;3627.94;6984.04;offen
INV-2023-20020;2023-02-14;2023-02-12;Keller AG;783.94;847.44;1631.38;offen
INV-2023-20021;2023-02-10;2023-02-08;Keller AG;3779.46;4085.6;7865.06;überfällig
INV-2023-20022;2023-02-19;2023-02-17;coop AG;129.57;140.07;269.64;überfällig
INV-2023-20023;2023-02-27;2023-02-25;Migros AG;644.82;697.05;1341.87;überfällig
INV-2023-20024;2023-02-04;2023-02-02;Payfix GmbH,Wallee AG;4885.95;5281.71;10167.66;überfällig
INV-2023-20025;2023-02-10;2023-02-08;Huber GmbH;232.08;250.88;482.96;überfällig
INV-2023-20026;2023-02-11;2023-02-09;Huber GmbH;1231.07;1330.79;2561.86;offen
INV-2023-20027;2023-02-19;2023-02-17;Migros AG;2465.28;2664.97;5130.25;offen
INV-2023-20028;2023-02-19;2023-02-17;Müller AG;4648.29;5024.8;9673.09;bezahlt
INV-2023-20029;2023-02-12;2023-02-10;Meier GmbH;2156.4;2331.07;4487.47;überfällig
INV-2023-20030;2023-02-18;2023-02-16;Meier GmbH;2526.8;2731.47;5258.27;bezahlt
INV-2023-20031;2023-02-12;2023-02-10;Migros AG;3785.6;4092.23;7877.83;überfällig
INV-2023-20032;2023-02-05;2023-02-03;Weber AG;770.74;833.17;1603.91;offen
INV-2023-20033;2023-02-24;2023-02-22;coop AG;758.97;820.45;1579.42;überfällig
INV-2023-20034;2023-02-17;2023-02-15;Migros AG;2554.17;2761.06;5315.23;überfällig
INV-2023-20035;2023-02-12;2023-02-10;Payfix GmbH,Wallee AG;172.29;186.25;358.54;offen
INV-2023-20036;2023-02-22;2023-02-20;Müller AG;4031.37;4357.91;8389.28;offen
INV-2023-20037;2023-02-28;2023-02-26;Schmid AG;1027.99;1111.26;2139.25;bezahlt
INV-2023-20038;2023-02-10;2023-02-08;Payfix GmbH,Wallee AG;3159.24;3415.14;6574.38;offen
INV-2023-20039;2023-02-07;2023-02-05;City Kiosk Bern;3404.79;3680.58;7085.37;überfällig
INV-2023-20040;2023-02-18;2023-02-16;Migros AG;3982.96;4305.58;8288.54;offen
INV-2023-20041;2023-02-11;2023-02-09;coop AG;1048.75;1133.7;2182.45;überfällig
INV-2023-20042;2023-02-05;2023-02-03;Müller AG;2394.28;2588.22;4982.5;bezahlt
INV-2023-20043;2023-02-08;2023-02-06;Migros AG;2673.77;2890.35;5564.12;überfällig
INV-2023-20044;2023-02-09;2023-02-07;Keller AG;4256.15;4600.9;8857.05;überfällig
INV-2023-20045;2023-02-03;2023-02-01;Keller AG;180.09;194.68;374.77;offen
INV-2023-20046;2023-02-02;2023-01-31;Migros AG;1041.74;1126.12;2167.86;bezahlt
INV-2023-20047;2023-02-02;2023-01-31;Migros AG;509.27;550.52;1059.79;offen
INV-2023-20048;2023-02-17;2023-02-15;Meier GmbH;791.15;855.23;1646.38;bezahlt
INV-2023-20049;2023-02-02;2023-01-31;Keller AG;797.63;862.24;1659.87;offen
INV-2023-20050;2023-02-17;2023-02-15;Meier GmbH;3895.01;4210.51;8105.52;bezahlt
INV-2023-20051;2023-02-04;2023-02-02;coop AG;552.46;597.21;1149.67;offen
INV-2023-20052;2023-02-26;2023-02-24;Keller AG;4550.18;4918.74;9468.92;bezahlt
INV-2023-20053;2023-02-02;2023-01-31;Keller AG;2341.69;2531.37;4873.06;überfällig
INV-2023-20054;2023-02-03;2023-02-01;Meier GmbH;529.38;572.26;1101.64;überfällig
INV-2023-20055;2023-02-02;2023-01-31;Payfix GmbH,Wallee AG;1616.95;1747.92;3364.87;bezahlt
INV-2023-20056;2023-02-22;2023-02-20;Payfix GmbH,Wallee AG;4421.16;4779.27;9200.43;überfällig
INV-2023-20057;2023-02-14;2023-02-12;City Kiosk Bern;1266.66;1369.26;2635.92;offen
INV-2023-20058;2023-02-19;2023-02-17;Schmid AG;3661.37;3957.94;7619.31;überfällig
INV-2023-20059;2023-02-15;2023-02-13;Schmid AG;4010.89;4335.77;8346.66;offen
INV-2023-20060;2023-02-07;2023-02-05;Meier GmbH;146.97;158.87;305.84;überfällig
INV-2023-20061;2023-02-18;2023-02-16;coop AG;3146.28;3401.13;6547.41;überfällig
INV-2023-20062;2023-02-03;2023-02-01;Payfix GmbH,Wallee AG;1631.26;1763.39;3394.65;bezahlt
INV-2023-20063;2023-02-19;2023-02-17;Keller AG;315.12;340.64;655.76;offen
INV-2023-20064;2023-02-17;2023-02-15;Payfix GmbH,Wallee AG;4257.16;4601.99;8859.15;offen
INV-2023-20065;2023-02-17;2023-02-15;Migros AG;2406.4;2601.32;5007.72;bezahlt
INV-2023-20066;2023-02-02;2023-01-31;Müller AG;1098.73;1187.73;2286.46;überfällig
INV-2023-20067;2023-02-20;2023-02-18;City Kiosk Bern;2416.35;2612.07;5028.42;überfällig
INV-2023-20068;2023-02-09;2023-02-07;Müller AG;3475.48;3756.99;7232.47;bezahlt
INV-2023-20069;2023-02-21;2023-02-19;Schmid AG;4010.43;4335.27;8345.7;überfällig
INV-2023-20070;2023-02-17;2023-02-15;Payfix GmbH,Wallee AG;4144.16;4479.84;8624.0;überfällig
INV-2023-20071;2023-02-28;2023-02-26;Müller AG;3333.77;3603.81;6937.58;bezahlt
INV-2023-20072;2023-02-19;2023-02-17;Payfix GmbH,Wallee AG;4115.25;4448.59;8563.84;überfällig
INV-2023-20073;2023-02-27;2023-02-25;Payfix GmbH,Wallee AG;696.33;752.73;1449.06;offen
INV-2023-20074;2023-03-01;2023-02-27;Payfix GmbH,Wallee AG;1824.7;1972.5;3797.2;bezahlt
INV-2023-20075;2023-02-05;2023-02-03;Payfix GmbH,Wallee AG;3960.54;4281.34;8241.88;offen
INV-2023-20076;2023-02-03;2023-02-01;Keller AG;134.08;144.94;279.02;offen
INV-2023-20077;2023-02-03;2023-02-01;Huber GmbH;2460.3;2659.58;5119.88;überfällig
INV-2023-20078;2023-02-19;2023-02-17;Payfix GmbH,Wallee AG;1408.14;1522.2;2930.34;offen
INV-2023-20079;2023-02-11;2023-02-09;Migros AG;1643.45;1776.57;3420.02;offen
INV-2023-20080;2023-03-01;2023-02-27;City Kiosk Bern;4944.61;5345.12;10289.73;offen
INV-2023-20081;2023-02-20;2023-02-18;coop AG;967.36;1045.72;2013.08;bezahlt
INV-2023-20082;2023-03-01;2023-02-27;Schmid AG;4112.34;4445.44;8557.78;bezahlt
INV-2023-20083;2023-02-17;2023-02-15;Payfix GmbH,Wallee AG;4636.31;5011.85;9648.16;bezahlt
INV-2023-20084;2023-02-23;2023-02-21;Migros AG;4138.33;4473.53;8611.86;offen
INV-2023-20085;2023-02-03;2023-02-01;Müller AG;602.26;651.04;1253.3;offen
INV-2023-20086;2023-02-09;2023-02-07;City Kiosk Bern;1464.57;1583.2;3047.77;überfällig
INV-2023-20087;2023-02-28;2023-02-26;City Kiosk Bern;939.66;1015.77;1955.43;überfällig
INV-2023-20088;2023-02-22;2023-02-20;Payfix GmbH,Wallee AG;3748.46;4052.09;7800.55;bezahlt
INV-2023-20089;2023-03-01;2023-02-27;Weber AG;4008.54;4333.23;8341.77;bezahlt
INV-2023-20090;2023-02-14;2023-02-12;coop AG;2954.72;3194.05;6148.77;überfällig
INV-2023-20091;2023-02-17;2023-02-15;Meier GmbH;4164.67;4502.01;8666.68;bezahlt
INV-2023-20092;2023-02-16;2023-02-14;Payfix GmbH,Wallee AG;4647.18;5023.6;9670.78;überfällig
INV-2023-20093;2023-02-25;2023-02-23;Payfix GmbH,Wallee AG;1273.61;1376.77;2650.38;überfällig
INV-2023-20094;2023-02-27;2023-02-25;Huber GmbH;4233.59;4576.51;8810.1;überfällig
INV-2023-20095;2023-02-20;2023-02-18;coop AG;1601.6;1731.33;3332.93;überfällig
INV-2023-20096;2023-02-07;2023-02-05;Weber AG;4836.78;5228.56;10065.34;bezahlt
INV-2023-20097;2023-02-24;2023-02-22;Schmid AG;918.99;993.43;1912.42;offen
INV-2023-20098;2023-02-26;2023-02-24;Keller AG;1416.07;1530.77;2946.84;offen
INV-2023-20099;2023-02-15;2023-02-13;Migros AG;1933.5;2090.11;4023.61;offen
INV-2023-20100;2023-02-27;2023-02-25;Migros AG;3328.83;3598.47;6927.3;überfällig
INV-2023-20101;2023-02-17;2023-02-15;Weber AG;2132.39;2305.11;4437.5;offen
INV-2023-20102;2023-02-28;2023-02-26;Payfix GmbH,Wallee AG;4335.45;4686.62;9022.07;bezahlt
INV-2023-20103;2023-02-20;2023-02-18;Keller AG;3291.45;3558.06;6849.51;überfällig
INV-2023-20104;2023-02-08;2023-02-06;Migros AG;3883.71;4198.29;8082.0;bezahlt
INV-2023-20105;2023-02-20;2023-02-18;Schmid AG;245.72;265.62;511.34;überfällig
INV-2023-20106;2023-02-28;2023-02-26;Huber GmbH;2047.52;2213.37;4260.89;offen
INV-2023-20107;2023-02-09;2023-02-07;Migros AG;149.86;162.0;311.86;offen
INV-2023-20108;2023-02-16;2023-02-14;Keller AG;1190.94;1287.41;2478.35;überfällig
INV-2023-20109;2023-02-12;2023-02-10;coop AG;796.44;860.95;1657.39;bezahlt
INV-2023-30001;2023-03-04;2023-03-02;City Kiosk Bern;3008.35;3252.03;6260.38;überfällig
INV-2023-30002;2023-03-22;2023-03-20;Migros AG;1987.86;2148.88;4136.74;überfällig
INV-2023-30003;2023-03-21;2023-03-19;Keller AG;1129.21;1220.68;2349.89;bezahlt
INV-2023-30004;2023-03-09;2023-03-07;Schmid AG;4753.98;5139.05;9893.03;offen
INV-2023-30005;2023-03-10;2023-03-08;Huber GmbH;4265.51;4611.02;8876.53;bezahlt
INV-2023-30006;2023-03-08;2023-03-06;Müller AG;4528.22;4895.01;9423.23;überfällig
INV-2023-30007;2023-03-23;2023-03-21;City Kiosk Bern;3359.36;3631.47;6990.83;überfällig
INV-2023-30008;2023-03-14;2023-03-12;Meier GmbH;2042.8;2208.27;4251.07;bezahlt
INV-2023-30009;2023-03-02;2023-02-28;coop AG;353.86;382.52;736.38;offen
INV-2023-30010;2023-03-25;2023-03-23;Huber GmbH;1974.12;2134.02;4108.14;bezahlt
INV-2023-30011;2023-03-25;2023-03-23;City Kiosk Bern;3127.23;3380.54;6507.77;überfällig
INV-2023-30012;2023-03-15;2023-03-13;Keller AG;1039.87;1124.1;2163.97;offen
INV-2023-30013;2023-03-30;2023-03-28;coop AG;2799.51;3026.27;5825.78;überfällig
INV-2023-30014;2023-03-11;2023-03-09;Huber GmbH;907.25;980.74;1887.99;offen
INV-2023-30015;2023-03-21;2023-03-19;Weber AG;1937.57;2094.51;4032.08;bezahlt
INV-2023-30016;2023-03-29;2023-03-27;coop AG;551.87;596.57;1148.44;bezahlt
INV-2023-30017;2023-03-05;2023-03-03;coop AG;376.61;407.12;783.73;überfällig
INV-2023-30018;2023-03-04;2023-03-02;coop AG;2945.98;3184.6;6130.58;überfällig
INV-2023-30019;2023-03-20;2023-03-18;Weber AG;1063.99;1150.17;2214.16;offen
INV-2023-30020;2023-03-18;2023-03-16;Keller AG;439.14;474.71;913.85;bezahlt
INV-2023-30021;2023-03-06;2023-03-04;Payfix GmbH,Wallee AG;2943.5;3181.92;6125.42;offen
INV-2023-30022;2023-03-28;2023-03-26;City Kiosk Bern;488.05;527.58;1015.63;offen
INV-2023-30023;2023-03-30;2023-03-28;Migros AG;3767.77;4072.96;7840.73;überfällig
INV-2023-30024;2023-03-17;2023-03-15;Meier GmbH;3877.48;4191.56;8069.04;bezahlt
INV-2023-30025;2023-03-15;2023-03-13;Migros AG;2705.35;2924.48;5629.83;offen
INV-2023-30026;2023-03-08;2023-03-06;Müller AG;3791.66;4098.78;7890.44;bezahlt
INV-2023-30027;2023-03-17;2023-03-15;Payfix GmbH,Wallee AG;2759.73;2983.27;5743.0;bezahlt
INV-2023-30028;2023-03-07;2023-03-05;Keller AG;3378.36;3652.01;7030.37;überfällig
INV-2023-30029;2023-03-10;2023-03-08;Schmid AG;3390.36;3664.98;7055.34;überfällig
INV-2023-30030;2023-03-12;2023-03-10;Migros AG;1053.94;1139.31;2193.25;überfällig
INV-2023-30031;2023-03-07;2023-03-05;Migros AG;3101.05;3352.24;6453.29;offen
INV-2023-30032;2023-03-16;2023-03-14;Payfix GmbH,Wallee AG;3798.79;4106.49;7905.28;bezahlt
INV-2023-30033;2023-03-23;2023-03-21;Meier GmbH;2589.18;2798.9;5388.08;offen
INV-2023-30034;2023-03-08;2023-03-06;Huber GmbH;3184.66;3442.62;6627.28;offen
INV-2023-30035;2023-03-26;2023-03-24;Migros AG;2477.5;2678.18;5155.68;offen
INV-2023-30036;2023-03-24;2023-03-22;Payfix GmbH,Wallee AG;3451.96;3731.57;7183.53;überfällig
INV-2023-30037;2023-03-07;2023-03-05;Huber GmbH;1108.3;1198.07;2306.37;bezahlt
INV-2023-30038;2023-03-12;2023-03-10;Weber AG;1789.93;1934.91;3724.84;bezahlt
INV-2023-30039;2023-03-08;2023-03-06;Weber AG;4603.26;4976.12;9579.38;offen
INV-2023-30040;2023-04-01;2023-03-30;Meier GmbH;3037.24;3283.26;6320.5;überfällig
INV-2023-30041;2023-03-07;2023-03-05;Weber AG;1468.42;1587.36;3055.78;bezahlt
INV-2023-30042;2023-03-27;2023-03-25;City Kiosk Bern;316.11;341.71;657.82;überfällig
INV-2023-30043;2023-03-22;2023-03-20;coop AG;1228.28;1327.77;2556.05;offen
INV-2023-30044;2023-03-09;2023-03-07;Müller AG;1508.11;1630.27;3138.38;offen
INV-2023-30045;2023-03-22;2023-03-20;Migros AG;2765.06;2989.03;5754.09;überfällig
INV-2023-30046;2023-03-05;2023-03-03;coop AG;4078.73;4409.11;8487.84;bezahlt
INV-2023-30047;2023-03-24;2023-03-22;City Kiosk Bern;3456.9;3736.91;7193.81;überfällig
INV-2023-30048;2023-03-03;2023-03-01;Meier GmbH;568.09;614.11;1182.2;überfällig
INV-2023-30049;2023-03-08;2023-03-06;City Kiosk Bern;2340.53;2530.11;4870.64;überfällig
INV-2023-30050;2023-03-17;2023-03-15;Müller AG;3084.34;3334.17;6418.51;offen
INV-2023-30051;2023-03-08;2023-03-06;coop AG;3432.95;3711.02;7143.97;überfällig
INV-2023-30052;2023-03-03;2023-03-01;Huber GmbH;495.63;535.78;1031.41;offen
INV-2023-30053;2023-03-03;2023-03-01;Migros AG;1337.79;1446.15;2783.94;bezahlt
INV-2023-30054;2023-03-28;2023-03-26;Schmid AG;4274.56;4620.8;8895.36;bezahlt
INV-2023-30055;2023-03-13;2023-03-11;Meier GmbH;3517.3;3802.2;7319.5;überfällig
INV-2023-30056;2023-03-10;2023-03-08;Schmid AG;4717.76;5099.9;9817.66;bezahlt
INV-2023-30057;2023-03-31;2023-03-29;coop AG;304.56;329.23;633.79;offen
INV-2023-30058;2023-03-19;2023-03-17;Huber GmbH;3227.39;3488.81;6716.2;offen
